idx,Scenario,beta,rr_reinfection_once_recovered,prop_of_failures_developing_inh_R,prop_of_failures_developing_rif_R,cdr_start_time,cdr_final_level,tsr_start_time,fitness_inh_R,fitness_rif_R,fitness_mdr,prev_infectious_dispersion_param,notifications_dispersion_param,perc_strain_inh_R_dispersion_param,perc_strain_rif_R_dispersion_param,perc_strain_mdr_dispersion_param,loglikelihood,accept
run_0,S_0,7.17229761494001,0.987242045581456,0.493101862931007,0.517502417530479,1962.43957671806,0.56181596623072,1970.76305776259,1.07553588947061,0.846146488327267,0.838881185840375,0.000224746070857077,9368.529070811,1.11614649294923,0.0193441530076032,0.567609661884437,-38400.9088075755,1
run_1,S_0,6.87358902080455,0.98849357364665,0.513501996302494,0.466366045454481,1962.48826841628,0.602952596184825,1971.50341727668,1.07748212567804,0.827291124231178,0.788169049743056,0.000243953577936332,9570.68995842391,1.08238389640567,0.0210183725095679,0.604652658531045,-30303.5363661433,1
run_2,S_0,6.81999318928061,1.00876782541917,0.480842588062539,0.410787258252542,1964.18028659789,0.577014350419748,1972.01975025777,1.07462099663642,0.770612772310563,0.798594046184315,0.000191523935481957,9578.62123113484,1.10405486706562,0.0215033649858324,0.546528096358173,-20231.6074135015,1
run_2,S_0,6.81999318928061,1.00876782541917,0.480842588062539,0.410787258252542,1964.18028659789,0.577014350419748,1972.01975025777,1.07462099663642,0.770612772310563,0.798594046184315,0.000191523935481957,9578.62123113484,1.10405486706562,0.0215033649858324,0.546528096358173,-20231.6074135015,1
run_2,S_0,6.81999318928061,1.00876782541917,0.480842588062539,0.410787258252542,1964.18028659789,0.577014350419748,1972.01975025777,1.07462099663642,0.770612772310563,0.798594046184315,0.000191523935481957,9578.62123113484,1.10405486706562,0.0215033649858324,0.546528096358173,-20231.6074135015,1
run_5,S_0,7.03892718395515,0.87872649117699,0.510522392835911,0.437798797570053,1965.25807309754,0.545939760797753,1972.23883936197,1.07309112794117,0.77908173141586,0.786539722447446,0.000184095031319433,8733.63154268034,1.11596635750599,0.0252876305619646,0.613740851514555,-14497.4512083932,1
run_5,S_0,7.03892718395515,0.87872649117699,0.510522392835911,0.437798797570053,1965.25807309754,0.545939760797753,1972.23883936197,1.07309112794117,0.77908173141586,0.786539722447446,0.000184095031319433,8733.63154268034,1.11596635750599,0.0252876305619646,0.613740851514555,-14497.4512083932,1
run_5,S_0,7.03892718395515,0.87872649117699,0.510522392835911,0.437798797570053,1965.25807309754,0.545939760797753,1972.23883936197,1.07309112794117,0.77908173141586,0.786539722447446,0.000184095031319433,8733.63154268034,1.11596635750599,0.0252876305619646,0.613740851514555,-14497.4512083932,1
run_8,S_0,7.03808272088137,0.811132171910498,0.520894671276066,0.397497337663304,1962.63763923388,0.519196799266388,1971.67473234015,1.09644324959002,0.747884451669026,0.713649922049064,0.000165243197632856,9948.64429565797,1.09353678420924,0.0254465992706053,0.645396485560559,-11370.8916269419,1
run_9,S_0,6.44948014591598,0.841429303724761,0.501171916268656,0.317720048341083,1961.67673770913,0.453502546181599,1973.6361250156,1.1074863137409,0.750761223914018,0.722372917813745,0.000181760106105212,9388.31054596085,1.13132417449022,0.0254733175764474,0.646397002598248,-7482.24728558501,1
run_9,S_0,6.44948014591598,0.841429303724761,0.501171916268656,0.317720048341083,1961.67673770913,0.453502546181599,1973.6361250156,1.1074863137409,0.750761223914018,0.722372917813745,0.000181760106105212,9388.31054596085,1.13132417449022,0.0254733175764474,0.646397002598248,-7482.24728558501,1
run_9,S_0,6.44948014591598,0.841429303724761,0.501171916268656,0.317720048341083,1961.67673770913,0.453502546181599,1973.6361250156,1.1074863137409,0.750761223914018,0.722372917813745,0.000181760106105212,9388.31054596085,1.13132417449022,0.0254733175764474,0.646397002598248,-7482.24728558501,1
run_9,S_0,6.44948014591598,0.841429303724761,0.501171916268656,0.317720048341083,1961.67673770913,0.453502546181599,1973.6361250156,1.1074863137409,0.750761223914018,0.722372917813745,0.000181760106105212,9388.31054596085,1.13132417449022,0.0254733175764474,0.646397002598248,-7482.24728558501,1
