idx,Scenario,beta,rr_reinfection_once_recovered,prop_of_failures_developing_inh_R,prop_of_failures_developing_rif_R,cdr_start_time,cdr_final_level,tsr_start_time,fitness_inh_R,fitness_rif_R,fitness_mdr,prev_infectious_dispersion_param,notifications_dispersion_param,perc_strain_inh_R_dispersion_param,perc_strain_rif_R_dispersion_param,perc_strain_mdr_dispersion_param,loglikelihood,accept
run_3639,S_0,23.0810467825528,1.36299477312136,0.537428531666122,0.0452370860631361,1962.02674139464,0.474024178964481,1974.62768868935,1.11599663256484,0.713006557351823,1.17594834491269,0.00126326062895172,19177.6588445724,1.39231379884693,0.0893903841706237,0.695991423649453,-13.4401276967507,1
run_3639,S_0,23.0810467825528,1.36299477312136,0.537428531666122,0.0452370860631361,1962.02674139464,0.474024178964481,1974.62768868935,1.11599663256484,0.713006557351823,1.17594834491269,0.00126326062895172,19177.6588445724,1.39231379884693,0.0893903841706237,0.695991423649453,-13.4401276967507,1
run_3639,S_0,23.0810467825528,1.36299477312136,0.537428531666122,0.0452370860631361,1962.02674139464,0.474024178964481,1974.62768868935,1.11599663256484,0.713006557351823,1.17594834491269,0.00126326062895172,19177.6588445724,1.39231379884693,0.0893903841706237,0.695991423649453,-13.4401276967507,1
run_3643,S_0,23.9522716474928,1.27878289512024,0.458499561205707,0.0488949492180615,1961.30930066757,0.501417359460099,1976.2021753291,1.11496318352962,0.744389430915329,1.15813991149268,0.0012685146385665,20840.6639282467,1.19354862424363,0.0991097027525465,0.700838537821163,-12.1124959343488,1
run_3643,S_0,23.9522716474928,1.27878289512024,0.458499561205707,0.0488949492180615,1961.30930066757,0.501417359460099,1976.2021753291,1.11496318352962,0.744389430915329,1.15813991149268,0.0012685146385665,20840.6639282467,1.19354862424363,0.0991097027525465,0.700838537821163,-12.1124959343488,1
run_3643,S_0,23.9522716474928,1.27878289512024,0.458499561205707,0.0488949492180615,1961.30930066757,0.501417359460099,1976.2021753291,1.11496318352962,0.744389430915329,1.15813991149268,0.0012685146385665,20840.6639282467,1.19354862424363,0.0991097027525465,0.700838537821163,-12.1124959343488,1
run_3643,S_0,23.9522716474928,1.27878289512024,0.458499561205707,0.0488949492180615,1961.30930066757,0.501417359460099,1976.2021753291,1.11496318352962,0.744389430915329,1.15813991149268,0.0012685146385665,20840.6639282467,1.19354862424363,0.0991097027525465,0.700838537821163,-12.1124959343488,1
run_3643,S_0,23.9522716474928,1.27878289512024,0.458499561205707,0.0488949492180615,1961.30930066757,0.501417359460099,1976.2021753291,1.11496318352962,0.744389430915329,1.15813991149268,0.0012685146385665,20840.6639282467,1.19354862424363,0.0991097027525465,0.700838537821163,-12.1124959343488,1
run_3648,S_0,24.3390432951787,1.30971501386406,0.448814229681657,0.0345545555466149,1961.11278564238,0.506326063543614,1976.9956765136,1.11271108203026,0.719439800851772,1.18752592932531,0.00129554531147658,22242.5451493041,1.15449906797421,0.103658009083781,0.686627287384879,-12.6435024732205,1
run_3648,S_0,24.3390432951787,1.30971501386406,0.448814229681657,0.0345545555466149,1961.11278564238,0.506326063543614,1976.9956765136,1.11271108203026,0.719439800851772,1.18752592932531,0.00129554531147658,22242.5451493041,1.15449906797421,0.103658009083781,0.686627287384879,-12.6435024732205,1
run_3648,S_0,24.3390432951787,1.30971501386406,0.448814229681657,0.0345545555466149,1961.11278564238,0.506326063543614,1976.9956765136,1.11271108203026,0.719439800851772,1.18752592932531,0.00129554531147658,22242.5451493041,1.15449906797421,0.103658009083781,0.686627287384879,-12.6435024732205,1
run_3648,S_0,24.3390432951787,1.30971501386406,0.448814229681657,0.0345545555466149,1961.11278564238,0.506326063543614,1976.9956765136,1.11271108203026,0.719439800851772,1.18752592932531,0.00129554531147658,22242.5451493041,1.15449906797421,0.103658009083781,0.686627287384879,-12.6435024732205,1
run_3652,S_0,22.1597111819783,1.34638115209741,0.490701961804854,0.0381293911914419,1962.96884380492,0.516363786265969,1975.79346299534,1.0915516660914,0.702952388534672,1.16128710095884,0.00132915010486582,22454.2437569539,1.08068722166376,0.10332314745598,0.664313393420785,-12.5765941835488,1
run_3652,S_0,22.1597111819783,1.34638115209741,0.490701961804854,0.0381293911914419,1962.96884380492,0.516363786265969,1975.79346299534,1.0915516660914,0.702952388534672,1.16128710095884,0.00132915010486582,22454.2437569539,1.08068722166376,0.10332314745598,0.664313393420785,-12.5765941835488,1
run_3652,S_0,22.1597111819783,1.34638115209741,0.490701961804854,0.0381293911914419,1962.96884380492,0.516363786265969,1975.79346299534,1.0915516660914,0.702952388534672,1.16128710095884,0.00132915010486582,22454.2437569539,1.08068722166376,0.10332314745598,0.664313393420785,-12.5765941835488,1
run_3652,S_0,22.1597111819783,1.34638115209741,0.490701961804854,0.0381293911914419,1962.96884380492,0.516363786265969,1975.79346299534,1.0915516660914,0.702952388534672,1.16128710095884,0.00132915010486582,22454.2437569539,1.08068722166376,0.10332314745598,0.664313393420785,-12.5765941835488,1
run_3652,S_0,22.1597111819783,1.34638115209741,0.490701961804854,0.0381293911914419,1962.96884380492,0.516363786265969,1975.79346299534,1.0915516660914,0.702952388534672,1.16128710095884,0.00132915010486582,22454.2437569539,1.08068722166376,0.10332314745598,0.664313393420785,-12.5765941835488,1
run_3652,S_0,22.1597111819783,1.34638115209741,0.490701961804854,0.0381293911914419,1962.96884380492,0.516363786265969,1975.79346299534,1.0915516660914,0.702952388534672,1.16128710095884,0.00132915010486582,22454.2437569539,1.08068722166376,0.10332314745598,0.664313393420785,-12.5765941835488,1
run_3652,S_0,22.1597111819783,1.34638115209741,0.490701961804854,0.0381293911914419,1962.96884380492,0.516363786265969,1975.79346299534,1.0915516660914,0.702952388534672,1.16128710095884,0.00132915010486582,22454.2437569539,1.08068722166376,0.10332314745598,0.664313393420785,-12.5765941835488,1
run_3652,S_0,22.1597111819783,1.34638115209741,0.490701961804854,0.0381293911914419,1962.96884380492,0.516363786265969,1975.79346299534,1.0915516660914,0.702952388534672,1.16128710095884,0.00132915010486582,22454.2437569539,1.08068722166376,0.10332314745598,0.664313393420785,-12.5765941835488,1
run_3652,S_0,22.1597111819783,1.34638115209741,0.490701961804854,0.0381293911914419,1962.96884380492,0.516363786265969,1975.79346299534,1.0915516660914,0.702952388534672,1.16128710095884,0.00132915010486582,22454.2437569539,1.08068722166376,0.10332314745598,0.664313393420785,-12.5765941835488,1
